band_num,band_age,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,obs,Color Band,d_banded,tars,mass,wing,sex,fm_site,species
241137309,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"g,g/a",5/29/09,24.3,46.6,94,M,Tinius,NOCA
241137308,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"a,pk/g",5/29/09,27.84,37.5,91,M,Tinius,GRCA
241137239,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"bu,a/pk",5/28/09,27.17,35.8,92,M,Giese,GRCA
241137102,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"w/a,pk",5/27/09,25.71,39.4,94,M,Hull,NOCA
259082528,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"o,a/r",5/25/09,16.42,10.4,63,M,Burdett,CACH
259082527,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"P/a,R",5/25/09,14.73,8.9,61.5,M,Burdett,CACH
244114012,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"pk,r/a",5/25/09,21.67,21.8,65,F,Burdett,SOSP
244114011,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"Pk,a/pk",5/23/09,21.18,19.8,60,M,Morrison,SOSP
129264204,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"w,a/w",5/23/09,29.63,47.7,103,F,Morrison,NOMO
241137223,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"a/pk,pk",5/21/09,23.99,41.2,95,M,Andes,NOCA
244114007,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"bk,w/a",5/19/09,23.76,23.9,65,M,Mosmiller,CARW
230156511,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"bu/a,w",5/18/09,24.98,77,106,M,Egan,NOCA
244114004,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"A,B/BK",5/16/09,21.89,21.4,63,M,"Jacobs, S.",CARW
244115007,AHY,.,.,.,.,.,.,.,.,.,b,rt,.,.,2,"a/pk,o",5/7/09,21.9,,69,M,Stann,SOSP
226138315,AHY,.,.,.,.,.,.,.,b,rt,.,rt,.,.,4,"p,a/y",5/29/07,21.47,20.4,67,M,Pancake,SOSP
228169457,U,.,.,.,.,.,.,.,b,rprc,.,rt,.,.,4,"y/y,a",7/30/07,22.39,20.7,59,U,Joranko,CARW
199146166,AHY,.,.,.,.,.,.,.,b,rprc,.,rt,.,.,4,"a/o,p",7/27/07,24.875,43.55,93,M,Assmann,NOCA
195120963,AHY,.,.,.,.,b,rp,.,.,rp,.,rt,.,.,7,"BK,R/A",7/21/04,25.6,46.1,97,m,O'Brien,NOCA
230156911,AHY,.,.,.,.,.,.,.,b,rc,.,rt,.,.,4,"y/w,a",7/2/07,27.675,47.7,89.445,F,Nichols,NOCA
246022834,AHY,.,.,.,.,.,.,.,b,rc,.,rt,.,.,4,"a/y,g",6/20/07,17.9,10.75,50.5,M,"Miller, P.",HOWR
251003849,HY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a,w/g",7/27/08,15.16,9.6,60,U,Langenbach,CACH
230156529,HY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"bk/o,a",7/27/08,24.42,45.1,92,M,Langenbach,NOCA
254062856,HY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a/g,bu",7/25/08,16.05,10.6,62,U,Gochnour,CACH
233140001,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"O/A,O",7/21/08,22.52,42,96,M,Foose,NOCA
254062928,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"bk,p/a",7/15/08,20.3,12.1,59,F,Evans,HOWR
228169493,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"w/a,pu",7/15/08,21.3,21.3,66,M,Gomes,SOSP
230156545,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"o/a,w/g",7/11/08,26.66,31.6,85,F,Briggs,GRCA
230155975,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"w/y,a",7/9/08,26.72,35.3,89,F,Stuebner,GRCA
230156062,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"W/A,bu",6/30/08,29.9,42.5,97,M,Lyon,NOCA
230156059,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"BK, A/BK",6/26/08,27.21,38.8,94,M,Horowitz,NOCA
234130310,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"db,pk/a",6/23/08,21.51,19.8,67,M,Padovano,SOSP
234130123,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"y,a/p",6/23/08,22.43,22.8,61,M,Eder,CARW
230156827,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"G,pk/a",6/23/08,26.69,34.7,91,M,Eder,GRCA
230156056,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"bk, r/a",6/23/08,27.02,38.1,95,F,Hawn,NOCA
230155960,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a,w/pk",6/23/08,27.73,,86,M,Padovano,GRCA
230155957,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"db/a,r",6/21/08,29.43,37.1,88,M,Solitro,GRCA
234129311,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"o,g/a",6/20/08,21.44,18.5,56,M,McKenna,CARW
230155951,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a/db,w",6/19/08,23.86,,92,M,"Williams, P.
",NOCA
254062907,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"BU,Pu/A",6/18/08,19.71,7.7,60,M,Causey,CACH
230156825,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"Bu,A/R",6/18/08,23.47,40.6,93,M,Whitehead,NOCA
228169477,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"w,pu/a",6/17/08,21.97,22,66,M,Molines,SOSP
234130114,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a/g, pk",6/13/08,21.11,20,65,M,Gorove,SOSP
230155932,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"w, a/o",6/10/08,24.72,41.7,91,M,Owen,NOCA
230156584,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"a/bu,pk",6/9/08,28.23,35.7,88,F,Sheehan,GRCA
246022721,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"r/r,a",6/3/08,16.96,10.3,48.5,M,McCahill,HOWR
230155918,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"w/w,a",5/30/08,24.94,,93,M,Hamill,NOCA
251003804,AHY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"p/bu,a",5/29/08,15.41,9.6,50,F,Speyser,CACH
226138340,AHY,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"w/bk,a",7/20/07,21.07,20.7,67,M,Foose,SOSP
226138331,AHY,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"y,a/w",7/7/07,21.43,20.9,69,M,Gery,SOSP
230156008,AHY,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"w,r/a",6/16/07,24.9,33.2,95,M,Omland,NOCA
199146134,AHY,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"a/w,bu",6/13/07,24.5,42.6,90,M,Lucid,NOCA
240000699,U,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"A/R,Y",6/6/07,16.1,10.3,62,U,Speyser,CACH
220121796,AHY,.,.,.,.,.,.,.,b,.,.,rt,.,.,4,"g/y,a",5/3/07,22.17,20.5,66,M,Owen,SOSP
225180701,AHY,.,.,.,.,.,.,b,.,.,.,rt,.,.,5,"y/y,r/a",5/25/06,,40.7,,M,Reitsma,GRCA
192085967,U,b,rp,.,rp,rt,rp,.,.,.,.,rt,.,.,11,"a/bk,bk",7/24/00,16.02,9.8,61.5,U,Omland,CACH
184158847,AHY,.,.,.,.,b,.,.,.,.,.,rt,.,.,7,"a, w/w",5/29/04,25.1,43.1,87,M,McKenna,NOCA
180119401,AHY,.,.,b,.,.,.,.,.,.,.,rt,.,.,9,"Bu/a,g",5/21/02,24.3,44.6,92,F,Sanford,NOCA
251003841,HY,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"bu,p/a",7/20/08,16.1,10.1,64,U,DeChello-Crownsville,CACH
251003811,U,.,.,.,.,.,.,.,.,b,.,rt,.,.,3,"p,p/a",6/11/08,15.75,9.9,59,U,Hammond,CACH
123288302,AHY,.,.,.,.,.,.,.,b,rp,rt,rprt,.,.,4,"r/y,a",7/12/07,32.2,48.4,113,M,McDonough,NOMO
228169406,AHY,.,.,.,.,.,.,.,b,rprc,rprc,rprt,.,.,4,"a/p,o",6/15/07,21.37333333,20.43333333,67.5,M,Stewart,SOSP
226138311,AHY,.,.,.,.,.,.,.,b,rp,rp,rprt,.,.,4,"y,a/y",6/9/07,22.16,20.8,65,M,Reitsma,SOSP
225180091,AHY,.,.,.,.,.,.,.,.,b,rp,rprt,.,.,3,"y,a/pk",5/27/08,20.9,20,65.5,M,Subramanian,SOSP
228169118,AHY,.,.,.,.,.,.,.,b,.,rp,rprt,.,.,4,"a,g/w",7/7/07,23.1,19.5,59,M,Land,CARW
244114041,AHY,.,.,.,.,.,.,.,.,.,b,rprt,.,.,2,"w,a/bu",7/2/09,22.72,21.5,60,M,Versak,CARW
129264325,AHY,.,.,.,.,.,.,.,.,.,b,rprt,.,.,2,"bu/a,o",6/20/09,32.03,73.8,120,M,Land,AMRO
254062887,AHY,.,.,.,.,.,.,.,.,.,b,rprt,.,.,2,"bu/p,a",5/13/09,15.34,10,63,M,Stewart,CACH
230155938,AHY,.,.,.,.,.,.,.,.,b,.,rprt,.,.,3,"a,r/pk",6/16/08,26.81,,86,M,Fary,GRCA
244114209,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"bu,r/a",7/9/09,21.235,21.4,65.5,M,Salaj,SOSP
259082567,HY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"bk/a,o",7/6/09,14.995,9.05,58,U,Morrissey,CACH
259082319,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"a,g/r",7/3/09,17.315,11.35,49.75,M,Sturtevant,HOWR
244114133,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"o/w,a",6/28/09,20.56,20.15,66,M,Ward,SOSP
259082308,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"p/a,g",6/23/09,15.665,10.35,62.5,M,Vongsathorn,CACH
259082213,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"pk/pu,a",6/11/09,15.22,8.95,60,F,Odell,CACH
241137262,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"w,a/pk",6/6/09,24.28,40.85,92.25,M,Hamill,NOCA
244114006,AHY,.,.,.,.,.,.,.,.,.,b,rprc,.,.,2,"pk,a/o",5/18/09,19.34,18.45,67.5,M,Boone,SOSP
230156637,AHY,.,.,.,.,.,.,.,.,b,.,rprc,.,.,3,"a,bu/pk",7/8/08,28.085,35.3,91.75,F,Stewart,GRCA
234129316,AHY,.,.,.,.,.,.,.,.,b,.,rprc,.,.,3,"bu/a,y",6/29/08,20.715,20.05,65,M,McDonough,SOSP
249086325,HY,.,.,.,.,.,.,.,.,b,rp,rpd,.,.,3,"y/bu, a",7/1/08,15.42,9.4,60,U,"Woodward, Paul",CACH
234130315,AHY,.,.,.,.,.,.,.,.,b,rc,rpd,.,.,3,"a,y/pk",6/26/08,22.11,20.55,64,M,Wilde,SOSP
244115034,AHY,.,.,.,.,.,.,.,.,.,b,rpd,.,.,2,"o/a,g",7/7/09,22.6,20,59,F,RCP - SMBC,CARW
230156809,ASY,.,.,.,.,.,.,.,.,b,rt,rp,.,.,3,"a, w/pk",6/9/08,29.01,,92,M,Salaj,GRCA
240000690,U,.,.,.,.,.,.,.,b,.,rt,rp,.,.,4,"g/a,w",5/31/07,,,,F,Sturtevant,CACH
195141073,AHY,.,.,.,.,.,.,.,b,.,rt,rp,.,.,4,"a,w/w",5/31/07,27.9,35.8,89,M,Sturtevant,GRCA
199146150,AHY,.,.,.,.,.,.,.,b,rp,rprc,rp,.,.,4,"y,a/bu",7/6/07,25.29,50.1,91,F,Raun,NOCA
225180310,AHY,.,.,.,.,.,.,.,.,b,rprc,rp,.,.,3,"pk/bk,a",7/5/08,21.595,20.95,64.5,M,Ward,SOSP
228169466,AHY,.,.,.,.,.,.,.,.,b,rprc,rp,.,.,3,"r/a,p",6/9/08,21.725,22.8,60,M,"Campbell, G.",CARW
230108219,AHY,.,.,.,.,.,.,.,b,rc,rp,rp,.,.,4,"a, y/y",7/1/08,24.65,44.5,95,F,"Woodward, Paul",NOCA
251003833,HY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"bk/bk,a",7/13/08,16.53,10.6,61,U,Buising,CACH
234130134,AHY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"y/a,y",7/3/08,22.55,23.4,62,F,Knight,CARW
230156867,AHY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"a/bu,p",7/3/08,24.89,41.2,91,F,Knight,NOCA
230156567,AHY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"p/pk,a",6/18/08,23.96,35.2,85,M,Gecan,GRCA
230155943,AHY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"PK/A,DB",6/14/08,28.15,34,89,M,Tate,GRCA
120299041,HY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"O, BK/A",6/14/08,30.96,73.3,121.5,U,Tate,AMRO
254062817,AHY,.,.,.,.,.,.,.,.,b,rp,rp,.,.,3,"a,bu/o",6/11/08,15.5,10.6,60,M,Versak,CACH
230156924,AHY,.,.,.,.,.,.,.,b,.,rp,rp,.,.,4,"o,a/g",7/10/07,24.5,41,98,M,RCP - Amazonia,NOCA
199121136,AHY,.,.,.,.,.,.,.,b,.,rp,rp,.,.,4,"a,w/y",6/30/07,24,43.6,90,F,Buising,NOCA
254062858,HY,.,.,.,.,.,.,.,.,b,rc,rp,.,.,3,"a,bk/r",7/30/08,19.14,10.4,63,M,Odell,CACH
230156089,AHY,.,.,.,.,.,.,.,.,b,rc,rp,.,.,3,"bk/p,a",7/19/08,25.63,43.75,91.5,M,Lindell,NOCA
224117609,AHY,.,.,.,.,.,b,.,.,.,rc,rp,.,.,6,"A,G/bu",5/18/05,22.435,21.6,58.25,M,Perna,CARW
244114217,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"p/a,o",7/20/09,21.71,21.3,67,M,RCP Ð Edzoocation,SOSP
259082582,HY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"o/a,bk",7/13/09,16.1,10.4,63,U,Barbour,CACH
241137164,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/w,pk",7/13/09,25.57,44.9,89,F,Knight,NOCA
241137423,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"bu,a/r",7/9/09,24.95,44.5,96,M,Salaj,NOCA
241137422,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a,r/p",7/9/09,25.08,38.7,93.5,F,Salaj,NOCA
244114046,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"w,a/r",7/8/09,22.02,21.7,60,M,Gellner,CARW
241137769,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/pk,w",7/6/09,28.97,42,85,F,Frey,GRCA
241137767,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"pk/a,r",7/6/09,28.2,36,94,M,Frey,GRCA
241137389,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"g,bu/a",7/3/09,27.93,35.5,92,M,Ward,GRCA
244115029,U,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/y,p",6/29/09,22.62,18,58,U,Tate,CARW
241137759,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"bu/a,pk",6/29/09,30.05,36,90,M,Tate,GRCA
241137377,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"bk/a,o",6/28/09,22.81,43.5,92,F,Ward,NOCA
241137364,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a,-",6/24/09,27.74,32.8,89,M,Conaway,GRCA
244114124,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"r/a,r",6/20/09,21.74,22.4,61,F,Land,CARW
129264323,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/y,bu",6/20/09,31.6,73.8,130,M,Land,AMRO
241137128,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"p/a,r",6/19/09,25.77,41.2,94,M,Hitchcock,NOCA
259082208,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"pk/a,bU",6/7/09,15.27,10.5,63,M,Buising,CACH
259082207,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"pk,a/g",6/7/09,15.76,10.6,60,M,Buising,CACH
241137108,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"bU/bk,a",6/6/09,23.78,42.8,90.5,F,Sanford,NOCA
259082542,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"W,A/O",6/2/09,15.57,10.1,58,M,Keyes,CACH
241137260,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"pk,a/w",6/2/09,24.39,41.6,95,M,Keyes,NOCA
241137256,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"r,G/A",6/2/09,24.12,43.7,93,M,Keyes,NOCA
NB,U,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"PK,-",5/30/09,17.1,10.3,51,U,Gecan,HOWR
244113701,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"w,a/r",5/29/09,20.74,21.6,61.5,F,Colston,SOSP
259082531,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"y,r/a",5/27/09,16.56,10.4,64,M,Brennan,CACH
244114013,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"r/o,a",5/27/09,21.27,21.1,60,M,Brennan,CARW
241137234,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a,bk/g",5/27/09,24.79,39,94,M,Brennan,NOCA
259082525,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/o,w",5/22/09,15.25,9.5,60,M,Newberry,CACH
259082524,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"y/r,a",5/22/09,15.43,10.2,60.5,M,Newberry,CACH
259082523,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"w,p/a",5/22/09,17.76,11.2,53,M,Newberry,HOWR
241137303,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"r/pk,a",5/22/09,27.5,36.4,93,M,Barnes,GRCA
259082505,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"a/y,o",5/15/09,15.6,10.2,63,M,Schless,CACH
241137207,AHY,.,.,.,.,.,.,.,.,.,b,rp,.,.,2,"bu/pk,a",5/15/09,24.1,42.9,92,M,Schless,NOCA
225180712,AHY,.,.,.,.,.,.,b,rt,rp,.,rp,.,.,5,"a,w/bk",5/27/06,28.36,39,93,M,Tate,GRCA
228169427,AHY,.,.,.,.,.,.,.,b,rp,.,rp,.,.,4,"o/a,g",7/2/07,21,19.5,57,F,Newberry,CARW
225180495,AHY,.,.,.,.,.,.,.,b,rc,.,rp,.,.,4,"a/r,p",6/20/07,22.855,20.9,60.5,F,"Miller, P.",CARW
74229175,AHY,.,.,.,.,.,.,.,.,b,.,rp,.,.,3,"pk,a/w",7/2/08,33.35,75.4,126,M,Sturtevant,AMRO
251004207,AHY,.,.,.,.,.,.,.,b,.,.,rp,.,.,4,"a,bu/w",6/14/07,16.2,10.7,61,F,Gardiner,CACH
225180751,AHY,.,.,.,.,.,.,b,.,.,.,rp,.,.,5,"a/r, o/db",7/4/06,27.39,36.4,87,M,Colston,GRCA
186138593,AHY,.,.,b,.,rc,.,.,.,.,.,rp,.,.,9,"y/y, a",6/18/04,22.03,22.2,63,F,RCP - SMBC,SOSP
189187400,AHY,.,.,.,.,b,.,.,.,.,.,rp,.,.,7,"o/a,bk",6/21/04,25.39,42.8,94,M,Gardiner,NOCA
180109699,HY,.,.,b,.,.,.,.,.,.,.,rp,.,.,9,"w,p/a",9/18/02,23.62,41.3,86.5,U,Barbour,NOCA
199146196,AHY,.,.,.,.,.,.,.,.,b,rt,rc,.,.,3,"w/a,pk",7/8/08,27.835,35.05,89.5,M,La Force,GRCA
251003824,HY,.,.,.,.,.,.,.,.,b,rt,rc,.,.,3,"a/w,bu",6/22/08,15.085,9.1,59,F,Fisher,CACH
228169497,AHY,.,.,.,.,.,.,.,.,b,rp,rc,.,.,3,"r,a/pk",7/16/08,21.4,20,66.5,M,Boone,SOSP
230156837,AHY,.,.,.,.,.,.,.,.,b,rp,rc,.,.,3,"a, R",6/25/08,29.695,38.3,90,M,"Campbell, R.",GRCA
225180301,AHY,.,.,.,.,.,.,.,.,b,rp,rc,.,.,3,"y,a/y",6/20/08,22.51,20.95,61.25,M,Beal,CARW
246022943,AHY,.,.,.,.,.,.,.,.,b,rp,rc,.,.,3,"a,p/bu",6/5/08,16.09,10.95,51.75,M,Hitchcock,HOWR
199146164,AHY,.,.,.,.,.,.,.,b,rt,rc,rc,.,.,4,"p,bk/a",7/23/07,22.43,37.53333333,87,F,Zambotti,NOCA
234129603,AHY,.,.,.,.,.,.,.,.,b,rc,rc,.,.,3,"r, a/bk",7/22/08,20.96666667,19.55,61.16666667,M,Reitsma,SOSP
230156548,AHY,.,.,.,.,.,.,.,.,b,rc,rc,.,.,3,"o/a,w/bu",7/2/08,27.82,43.06666667,89,F,Gaetano,GRCA
230156845,AHY,.,.,.,.,.,.,.,.,b,rc,rc,.,.,3,"a, bu/r",6/27/08,24.83333333,44.7,94.83333333,M,"Jacobs, A.",NOCA
251004220,AHY,.,.,.,.,.,.,.,b,.,rc,rc,.,.,4,"Bu,a/g",7/18/07,18.21,11.66666667,49.66666667,M,Burns,HOWR
230156012,AHY,.,.,.,.,.,.,.,b,.,rc,rc,.,.,4,"R/A,G",6/20/07,24.46333333,42.16666667,95.83333333,M,"Wright, V.",NOCA
244114225,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"g/a,o",7/30/09,22.325,21.75,60,M,Rohrbach,CARW
259082457,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/w,y",7/26/09,15.945,9.55,61.75,U,"Young, K.",CACH
79117220,ASY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"o/g,a",7/25/09,28.055,36.9,95.25,M,Sargeant,GRCA
244115046,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/pk,y",7/23/09,21.83,20.5,66.5,M,Marra-New,SOSP
259082450,HY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"W,P/a",7/21/09,16.14,10.25,60,M,Sheehan,CACH
244114154,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"w,pk/a",7/20/09,22.575,20.9,64.25,M,McComas,SOSP
244114048,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/bu,pk",7/16/09,22.09,21.5,68,M,Watson,SOSP
244115039,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"p,o/a",7/15/09,22.765,21.4,60.5,M,Carl,CARW
241137782,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"bu,a/bu",7/15/09,26.785,35.65,89,M,Carl,GRCA
244113741,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a,p/pk",7/14/09,22.18,21.7,71,M,Hawn,SOSP
241137431,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"y,o/a",7/14/09,25.245,42.85,92.5,M,Wiebe,NOCA
241137424,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a,bk/o",7/13/09,22.69,42.15,92.5,M,"Williams, Teresa",NOCA
259082581,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a,p/g",7/11/09,16.04,10.05,58.5,F,Mullori,CACH
259082580,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"bu,a/o",7/11/09,15.235,9.3,59.75,F,Mullori,CACH
244114146,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a,g/y",7/11/09,22.75,21.6,60.25,F,Vossler,CARW
241115036,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/pk,bu",7/10/09,20.85,22.25,64.25,M,Egge,SOSP
244114142,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"A,-",7/8/09,22.875,20.95,59.5,F,Whitehead,CARW
244114141,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"g,a/bu",7/7/09,22.205,21,61.5,M,Pickering Creek,CARW
244114045,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"g/a,pk",7/6/09,22.645,21.6,64.75,M,Morrissey,SOSP
244113735,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"p/a,p",7/2/09,21.905,21.4,58.5,M,"Campbell, L.",CARW
244114128,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"LB/a,y",6/26/09,22.08,22.15,68.5,M,Ontario House,SOSP
241137370,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/r,w",6/26/09,28.325,34,89,M,Ontario House,GRCA
241137287,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"w/a,o",6/24/09,27.355,34.6,90,M,Mazur,GRCA
241137141,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"o/a,pk",6/24/09,26.365,33.8,91.5,M,Gaetano,GRCA
259082609,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"g/a,p",6/23/09,17.645,11.05,52,M,Blockstein,HOWR
259082553,HY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"r/r,a",6/22/09,14.875,9.1,56.75,M,DeLucia-Goldstein,CACH
259032307,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"bk/w,a",6/22/09,16.92,10.5,51,M,Salo,HOWR
244114030,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"pk,bu/a",6/22/09,21.44,21.7,64,M,DeLucia-Goldstein,SOSP
259082603,HY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a,bu/y",6/16/09,16.715,9.25,61.5,F,Mann,CACH
244115024,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"r/a,bk",6/16/09,24.2,21.45,60.5,M,Mann,CARW
241137739,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"a/r,o",6/16/09,26.225,38.95,92.5,F,Mann,NOCA
259082414,HY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"w/bk,a",6/15/09,15.62,10.5,63.75,U,"Wright, V.",CACH
259082217,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"pk/a,y",6/14/09,16.27,10.9,64.25,M,Evans,CACH
259082214,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"pk,y/a",6/12/09,15.385,9.7,58.5,F,Gochnour,CACH
244113710,AHY,.,.,.,.,.,.,.,.,.,b,rc,.,.,2,"r,pu/a",6/11/09,20.06,19.8,63,M,Odell,CARW
